title,bechdel,year
Jagten,2,2012
Future Weather,3,2012
Savages,3,2012
"Grey, The",0,2012
Tad: The Lost Explorer,1,2012
"Hunger Games, The",3,2012
L&#39;enfant d&#39;en haut,2,2012
Looper,1,2012
Snackbar,1,2012
Contraband,3,2012
"Five-Year Engagement, The",3,2012
Call Me Kuchu,3,2012
Lola Versus,3,2012
Dark Shadows,3,2012
Rock Jocks,1,2012
Tango libre,0,2012
ParaNorman,3,2012
Tiger Eyes,3,2012
In The Dark Half,3,2012
"Lizzie Bennet Diaries, The",3,2012
Good Vibrations,3,2012
Snow White and the Huntsman,3,2012
Shadow Dancer,3,2012
Brave,3,2012
Halo 4: Forward Unto Dawn,3,2012
Quartet,3,2012
Gone,3,2012
Mirror Mirror,3,2012
"Citizen, The",1,2012
Extracted,1,2012
"Sapphires, The",3,2012
"Making of a Lady, The",3,2012
Fin,3,2012
Ill Manors,3,2012
People Like Us,3,2012
Lake Effects,3,2012
Strike Witches - The Movie,3,2012
V/H/S,1,2012
"Tall Man, The",3,2012
Sushi Girl,0,2012
Kahaani,3,2012
Moonrise Kingdom,3,2012
So Undercover,3,2012
"Bay, The",1,2012
"Batman: The Dark Knight Returns, part 1",3,2012
Flight,3,2012
Evangelion: 3.0 You Can (Not) Redo,3,2012
Mosquita y Mari,3,2012
"Pirates! Band of Misfits, The",1,2012
Hotel Transylvania,3,2012
"Avengers, The",1,2012
Skyfall,3,2012
Zero Dark Thirty,3,2012
Goodbye,3,2012
Warpaint,0,2012
If I Were You,3,2012
"Campaign, The",1,2012
"Vow, The",3,2012
Hemingway &amp; Gellhorn,2,2012
"Impossible, The",2,2012
Seeking a Friend for the End of the World,1,2012
I Belong,3,2012
Being Flynn,1,2012
Hannah Arendt,3,2012
Last Stop: Kurtulus,3,2012
Radio Rebel,3,2012
Paradies: Liebe,3,2012
"Hobbit: An Unexpected Journey, The",0,2012
Electrick Children,3,2012
Amour,3,2012
Beasts of the Southern Wild,3,2012
Big Miracle,3,2012
Arachnoquake,3,2012
House at the End of the Street,3,2012
Klip,3,2012
Alien Tornado,3,2012
Prometheus,3,2012
Travelling Salesman,0,2012
Bachelorette,3,2012
"Twilight Saga: Breaking Dawn - Part 2, The",3,2012
Call Girl,3,2012
"Magic of Belle Isle, The",3,2012
Abraham Lincoln: Vampire Hunter,3,2012
Grabbers,3,2012
Much Ado About Nothing,3,2012
"Possession, The",3,2012
"Devil&#39;s Carnival, The",1,2012
Foreign Letters,3,2012
Battleship,1,2012
Entrance,3,2012
Aurora,1,2012
White Alligator,3,2012
Monster High: Ghoul&#39;s Rule,3,2012
Sightseers,3,2012
"Watch, The",2,2012
"Seasoning House, The",3,2012
Safe,1,2012
Lawless,1,2012
Sadako 3D,3,2012
Passion,3,2012
Sleepwalk With Me,2,2012
Sassy Pants,3,2012
Frankenweenie,0,2012
Morgana,3,2012
Ko-ri-a,3,2012
That&#39;s My Boy,1,2012
Rock of Ages,3,2012
Erased,1,2012
"Lorax, The",1,2012
"Woman in Black, The",1,2012
Papadopoulos &amp; Sons,1,2012
Ruroni Kenshin: Meiji kenkaku roman tan,3,2012
"Key and the Frame, The",3,2012
A Halloween Puppy,2,2012
Journey to the Christmas Star,3,2012
"Dictator, The",1,2012
"Company You Keep, The",1,2012
Why Stop Now?,3,2012
Vamps,3,2012
Stories We Tell,3,2012
This Is 40,3,2012
2 Coelhos,1,2012
A Royal Affair,3,2012
Resident Evil: Retribution,3,2012
"Man with the Iron Fists, The",1,2012
Paris-Manhattan,3,2012
Hit and Run,3,2012
To the Wonder,3,2012
Man on a Ledge,1,2012
"Angels&#39; Share, The",1,2012
Would You Rather,3,2012
"Door, The",3,2012
Augustine,3,2012
Beyond the Hills,3,2012
Tim and Eric&#39;s Billion Dollar Movie,0,2012
"Pact, The",3,2012
Smashed,3,2012
Decay,3,2012
2 Days in New York,3,2012
Kill &#39;em All,1,2012
Silence,1,2012
Frances Ha,3,2012
Magic Mike,3,2012
It&#39;s a Disaster,3,2012
Taken 2,2,2012
Snow White,3,2012
Cosmopolis,1,2012
Girl in Progress,3,2012
About Cherry,3,2012
Qwerty,3,2012
Save the Date,2,2012
Tears of Steel,0,2012
Bletchley Circle,3,2012
Kiss of the Damned,3,2012
Superman vs. The Elite,2,2012
"Body, The",3,2012
Shelter,3,2012
[REC]3 Genesis,3,2012
Holy Motors,1,2012
Inch&#39;Allah,3,2012
Out in the Dark,0,2012
Smiley,3,2012
Interview with a Hitman,1,2012
La cinquieme saison,3,2012
Barfi!,2,2012
Anna Karenina,2,2012
Flukt,3,2012
Black Rock,3,2012
"Amazing Spider-Man, The",2,2012
Dredd 3D,3,2012
Journey 2: The Mysterious Island,1,2012
Paranormal Activity 4,3,2012
"Sessions, The",2,2012
Cigarette Ki Tarah,3,2012
Tinkerbell and the Secret of the Wings,3,2012
Golden Winter,1,2012
Ali has blue eyes,1,2012
Struck by Lightning,3,2012
Entity,3,2012
Mine Games,3,2012
Hitchcock,2,2012
"Happy Caterpillars, The",1,2012
Game Change,3,2012
Step Up Revolution,3,2012
"For a Good Time, Call...",3,2012
Escape Fire: The Fight to Rescue American Healthcare,3,2012
Rise of the Animals,3,2012
Ahi va el diablo,3,2012
Pitch Perfect,3,2012
Gloria,3,2013
"World&#39;s End, The",2,2013
Pasadena,3,2013
Frankenstein&#39;s Army,0,2013
Peeples,3,2013
Nashorn im Galopp,0,2013
"Lone Ranger, The",1,2013
Kill for Me,3,2013
Cloudy with a Chance of Meatballs 2,3,2013
Knights of Badassdom,3,2013
Thor: The Dark World,3,2013
Skinwalker Ranch,0,2013
Jeune &amp; jolie,3,2013
Clear History,2,2013
Vivir es facil con los ojos cerrados,0,2013
Epic,3,2013
Lost In Living,3,2013
Rewind,1,2013
An Easter Bunny Puppy,3,2013
"Wolverine, The",3,2013
G.I. Joe: Retaliation,3,2013
Zipi y Zape y el club de la canica,0,2013
Planes,1,2013
"Lifeguard, The",3,2013
Don Jon,3,2013
Ang&eacute;lique,3,2013
Suzanne,3,2013
World War Z,3,2013
"Zoran, il mio nipote scemo",0,2013
Enough Said,3,2013
Fruitvale Station,3,2013
"Hunger Games: Catching Fire, The",3,2013
Girl Most Likely,3,2013
"Mortal Instruments: City of Bones, The",3,2013
Vai que da Certo,1,2013
Enemy,1,2013
Crystal Fairy &amp; the Magical Cactus and 2012,3,2013
Riddick,0,2013
La grande bellezza,3,2013
21 &amp; Over,1,2013
In Fear,0,2013
"Family, The",3,2013
Mama,3,2013
"Returned, The",3,2013
Le week-end,1,2013
"Railway Man, The",0,2013
Carrie,3,2013
"Time in Between, The",1,2013
Particle Fever,3,2013
"Croods, The",3,2013
300 Worte Deutsch,3,2013
Hammer of the Gods,1,2013
What If,3,2013
Zombie Hunter,3,2013
Ego,2,2013
Orphan Black,3,2013
White House Down,2,2013
"Dirties, The",3,2013
Sleeping with the Fishes,3,2013
Austenland,3,2013
Haunter,3,2013
2 Guns,1,2013
Yip Man: Jung gik yat jin,3,2013
Gekijouban Hakuouki: Daiisshou Kyouto ranbu,0,2013
"Double, The",1,2013
Dark Touch,3,2013
"German Doctor, The",3,2013
"Invisible Woman, The",3,2013
La Venus a la fourrure,0,2013
Runner Runner,0,2013
Still Life,1,2013
3096 Tage,3,2013
Kyss meg for faen i helvete,3,2013
Lone Survivor,0,2013
Meine Schwestern,3,2013
Delivery Man,1,2013
Hansel &amp; Gretel,3,2013
Blue Ruin,3,2013
"Secret Life of Walter Mitty, The",3,2013
Dallas Buyers Club,3,2013
Finding Mr. Right,1,2013
Wetlands,3,2013
Europa Report,3,2013
Bends,3,2013
Exit Marrakech,2,2013
"Look of Love, The",3,2013
All is Lost,0,2013
Inside Llewyn Davis,1,2013
47 Ronin,2,2013
Haute Cuisine,3,2013
Mandela: Long Walk to Freedom,1,2013
Karlek deluxe,3,2013
"Counselor, The",3,2013
Horns,3,2013
Best Night Ever,3,2013
Locke,0,2013
Cutie and the Boxer,0,2013
House of Cards,1,2013
Gam-si-ja-deul,3,2013
Faroeste caboclo,3,2013
For Elisa,3,2013
Hansel &amp; Gretel: Witch Hunters,3,2013
12 Years a Slave,3,2013
O Tempo e o Vento,3,2013
I&#39;m So Excited,2,2013
"Fifth Estate, The",1,2013
Oz the Great and Powerful,3,2013
Birdemic 2: The Resurrection,3,2013
Adult World,3,2013
Once Upon a Time in Vietnam,0,2013
"Great Gatsby, The",3,2013
Sadako 3D 2,3,2013
Michael Kohlhaas,1,2013
"Devil&#39;s Violinist, The",3,2013
White Bear,3,2013
Jurassic Attack,2,2013
Haunt,3,2013
Amiche da morire,3,2013
"Pretty One, The",3,2013
"Way Way Back, The",3,2013
"Day of the Doctor, The",3,2013
Man of Tai Chi,3,2013
Ronny,0,2013
Gangster Squad,1,2013
Drinking Buddies,3,2013
Finsterworld,1,2013
Thanks for Sharing,2,2013
A Talking Cat!?!,3,2013
52 Tuesdays,3,2013
Another Me,3,2013
White Lies,3,2013
Hansel and Gretel Get Baked,3,2013
Plush,3,2013
"Grand Seduction, The",1,2013
Dark Skies,2,2013
Down River,3,2013
L&#39;ecume des jours,3,2013
Beautiful Creatures,3,2013
Ashley,3,2013
Escape from Planet Earth,3,2013
Trance,0,2013
Blue Jasmine,3,2013
She Made Them Do It,1,2013
Kick-Ass 2,3,2013
All Cheerleaders Die,3,2013
"Gamers: Hands of Fate, The",3,2013
Freier Fall,1,2013
Snowpiercer,3,2013
"Colony, The",1,2013
Madoka Magica: Rebellion Story,3,2013
My Little Pony: Equestria Girls,3,2013
Rush,1,2013
Bounty Killer,3,2013
Pacific Rim,1,2013
Interior. Leather Bar.,1,2013
Gimme Shelter,1,2013
I Used to Be Darker,3,2013
Only God Forgives,3,2013
"Tale of The Princess Kaguya, The",3,2013
"Truth About Emanuel, The",3,2013
Camille Claudel 1915,3,2013
Gekijouban Steins;Gate: Fuka ryouiki no dejavu,3,2013
Beneath,0,2013
Frozen,3,2013
"Fall, The",3,2013
A Picture of You,3,2013
Geography Club,3,2013
"Last Exorcism Part II, The",3,2013
Svecenikova djeca,1,2013
Behind the Candelabra,1,2013
Ida,3,2013
Minha Mae e uma Peca: O Filme,3,2013
Saving Mr. Banks,3,2013
"Vivian Maier Mystery, The",3,2013
Only Lovers Left Alive,3,2013
Le Pass&eacute;,3,2013
Love &amp; Air Sex,3,2013
Go for Sisters,3,2013
Turbo,3,2013
"Smurfs 2, The",3,2013
Les Reines du Ring (English: Wrestling Queens),3,2013
La jaula de oro,0,2013
Texas Chainsaw 3D,3,2013
Monster Pies,2,2013
Bayonetta: Bloody Fate,3,2013
Elle s&#39;en va,3,2013
Instructions Not Included,3,2013
Stoker,3,2013
Escape Plan,2,2013
Remember Sunday,3,2013
Sunshine on Leith,3,2013
R.I.P.D.,1,2013
20 Feet from Stardom,3,2013
My mad fat diary,3,2013
Future Shift,3,2013
Maidentrip,3,2013
Gabrielle,3,2013
American Hustle,3,2013
Persona 3 the Movie: #1 Spring of Birth,3,2013
Frequencies,3,2013
Puella Magi Madoka Magica the Movie Part III: The Rebellion Story,3,2013
Devil&#39;s Pass,3,2013
Saige Paints the Sky,3,2013
Safe Haven,3,2013
A Teacher,3,2013
G.B.F.,3,2013
L&#39;amour est un crime parfait,2,2013
Olympus Has Fallen,1,2013
"To Do List, The",3,2013
Oblivion,3,2013
Cheap Thrills,1,2013
rastres de s&aacute;ndal,3,2013
Patema Inverted,0,2013
Dragon Ball Z: Battle of Gods,3,2013
Killing Season,1,2013
"Grandmaster, The",1,2013
Lost Angel,0,2013
Riley Rewind,3,2013
And Now a Word from Our Sponsor,3,2013
Are You Here,3,2013
"Les garcons et Guillaume, a table!",1,2013
V/H/S/2,3,2013
RWBY,3,2013
Last Vegas,1,2013
Palo Alto,3,2013
Nazotoki wa Dinner no Ato de (The After-Dinner Mysteries),2,2013
Disconnect,2,2013
"Heat, The",3,2013
"Frozen Ground, The",3,2013
Prisoners,3,2013
Wadjda,3,2013
"Conjuring, The",3,2013
"Last Stand, The",1,2013
"Young and Prodigious T.S. Spivet, The",3,2013
Tim&#39;s Vermeer,2,2013
Homefront,2,2013
Fack ju Gohte,3,2013
Dragon Lore: Curse of the Shadow,1,2013
"Best Offer, The",1,2013
First Period,3,2013
Man of Steel,3,2013
Trap for Cinderella,3,2013
Decoding Annie Parker,3,2013
Grown Ups 2,2,2013
Kaze tachinu,3,2013
Prince Avalanche,0,2013
"Zero Theorem, The",0,2013
"Big Wedding, The",3,2013
"Physician, The",1,2013
Gravity,0,2013
+1,3,2013
Red 2,3,2013
A Case of You,3,2013
"East, The",3,2013
"Soshite chichi ni naru (Like Father, Like Son)",3,2013
Perfect Mothers,3,2013
Mobius,3,2013
"Call, The",3,2013
Life Inside Out,3,2013
Computer Chess,1,2013
Tracks,3,2013
August: Osage County,3,2013
We Are What We Are,3,2013
Short Term 12,3,2013
Monsters University,1,2013
"Boy and the World, The",0,2013
A Haunting at Silver Falls,3,2013
Alan Partridge: Alpha Papa,3,2013
Evil Dead,3,2013
Ass Backwards,3,2013
Philomena,3,2013
We&#39;re the Millers,3,2013
"Wolf of Wall Street, The",3,2013
UMMAH - Unter Freunden,1,2013
"Den, The",3,2013
Fast and Furious 6,3,2013
"Numbers Station, The",1,2013
Is the Man Who Is Tall Happy?,0,2013
"Selfish Giant, The",1,2013
Young Detective Dee: Rise of the Sea Dragon,2,2013
Despicable Me 2,3,2013
Flores Raras,3,2013
Xi you xiang mo pian (Journey to the West),2,2013
Hannas Reise,3,2013
Jack the Giant Slayer,0,2013
Odd Thomas,3,2013
Barbie &amp; Her Sisters in a Pony Tale,3,2013
"Lunchbox, The",3,2013
Captain Battle: Legacy War,3,2013
Grace Unplugged,3,2013
Hemlock Grove,3,2013
This Is the End,1,2013
Contracted,3,2013
Nymphomaniac: Volume 1,3,2013
Words and Pictures,3,2013
Justice Is Mind,3,2013
Barbie and the pink shoes,3,2013
Lee Daniels&#39; The Butler,3,2013
Anchorman 2: The Legend Continues,3,2013
Afternoon Delight,3,2013
Machete Kills,3,2013
"Starving Games, The",3,2013
Admission,3,2013
Legends of Oz: Dorothy&#39;s Return,3,2013
Lucia,3,2013
"Hot Flashes, The",3,2013
Out of the Furnace,1,2013
"Hangover part 3, The",2,2013
Closed Circuit,2,2013
"Internship, The",1,2013
"Book Thief, The",3,2013
Open Road,3,2013
Nebraska,3,2013
Dead Man Down,3,2013
Curse of Chucky,3,2013
Teen Beach Movie,3,2013
Last Passenger,3,2013
42,2,2013
138 segons. L&#39;enigma Girones,1,2013
Vikings,3,2013
Christmas in the City,3,2013
Pozitia copilului,3,2013
Tangerines,0,2013
Wastelands,0,2013
Now You See Me,1,2013
At Middleton,3,2013
Blackfish,3,2013
Casse-tete chinois,3,2013
"Sisters Plotz, The",3,2013
Mt. Zion,1,2013
Bicycling with Moli&egrave;re,2,2013
"Bling Ring, The",3,2013
Blue Is the Warmest Color,3,2013
"Punk Singer, The",3,2013
"Immigrant, The",3,2013
Oldboy,2,2013
Moving Mountains,3,2013
In a World...,3,2013
Yeh Jawaani Hai Deewani,3,2013
Night Train to Lisbon,1,2013
Star Trek Into Darkness,1,2013
"Congress, The",3,2013
How I Live Now,3,2013
Parker,3,2013
Pain &amp; Gain,1,2013
Kill Your Darlings,1,2013
A Field in England,0,2013
Fading Gigolo,2,2013
Bad Words,2,2013
Family Weekend,3,2013
Vino Veritas,3,2013
Her,2,2013
"100-Year-Old Man Who Climbed Out the Window and Disappeared, The",1,2013
Lovelace,3,2013
Warm Bodies,2,2013
Vi ar bast!,3,2013
CBGB,1,2013
Filth,1,2013
Very Good Girls,3,2013
"Last of Robin Hood, The",3,2013
Beltracchi: The Art of Forgery,1,2013
Ender&#39;s Game,2,2013
"Kings of Summer, The",2,2013
"Best Man Holiday, The",3,2013
Percy Jackson: Sea of Monsters,3,2013
Uitgesproken,1,2013
A Good Day to Die Hard,1,2013
Justice League: The Flashpoint Paradox,2,2013
Some Girl(s),1,2013
Touchy Feely,3,2013
Concussion,3,2013
Elysium,3,2013
"Spectacular Now, The",2,2013
Insidious: Chapter 2,2,2013
Mud,1,2013
"Love Punch, The",3,2013
Hross i oss,3,2013
"Machine, The",3,2013
Baggage Claim,3,2013
Side Effects,3,2013
Nymphomaniac: Volume 2,3,2013
Best Friends Forever,3,2013
Witching and Bitching,3,2013
"Host, The",3,2013
A Haunted House,3,2013
Welcome to the Punch,1,2013
Coherence,3,2013
Iron Man 3,3,2013
"Last Keepers, The",3,2013
Stalingrad,1,2013
Jack and the Cuckoo-Clock Heart,3,2013
"Hobbit: The Desolation of Smaug, The",3,2013
After Earth,1,2013
Zum Geburtstag,2,2013
"Purge, The",3,2013
Identity Thief,2,2013
About Time,3,2013
Jug Face,3,2013
"Princess Twins of Legendale, The",3,2013
Sharknado,3,2013
Viva la liberta,1,2013
"Crown and the Dragon, The",3,2013
Upstream Color,0,2013
I Give it a Year,3,2013
Summer League,3,2013
Wrong Cops,1,2013
"Hit Girl, The",3,2013
Before Midnight,3,2013
Captain Phillips,1,2013
Mary and Martha,3,2013
"Wine of Summer, The",3,2013
Maron,0,2013
"Incredible Burt Wonderstone, The",1,2013
Foxcatcher,1,2014
"Purge: Anarchy, The",3,2014
Divergent,3,2014
Rio 2,3,2014
Miss Meadows,3,2014
My Old Lady,3,2014
While We&#39;re Young,3,2014
"I, Frankenstein",1,2014
Dolphin Tale 2,3,2014
Lucy,3,2014
Angry Video Game Nerd: The Movie,3,2014
Out of the Dark,3,2014
Viharsarok,1,2014
Perfect Sisters,3,2014
"Book of Life, The",3,2014
Comet,1,2014
Maleficent,3,2014
Ask Me Anything,3,2014
3 Days to Kill,3,2014
Barbie and the Secret Door,3,2014
Obvious Child,3,2014
Dawn of the Planet of the Apes,1,2014
Batman: Assault on Arkham,3,2014
Gotham,3,2014
Learning to Drive,3,2014
Need for Speed,1,2014
Good People,3,2014
Hoje Eu Quero Voltar Sozinho,3,2014
Project Almanac,3,2014
Awesome Asian Bad Guys,1,2014
Ein Geschenk der Gotter,3,2014
Electricity,3,2014
Dolares de arena (Sand Dollars),3,2014
A Million Ways to Die in the West,2,2014
&#39;71,0,2014
"Hunger Games: Mockingjay - Part 1, The",3,2014
"Rover, The",0,2014
Transformers: Age of Extinction,3,2014
Paddington,3,2014
"Tempest, The",3,2014
"Kumiko, the Treasure Hunter",3,2014
Blended,3,2014
"Giver, The",3,2014
Maps to the Stars,3,2014
Laggies,3,2014
Mercenaries,3,2014
God&#39;s Pocket,1,2014
Primero De Enero,3,2014
"Lego Movie, The",3,2014
John Wick,1,2014
Dracula Untold,0,2014
Search Party,2,2014
A Most Violent Year,3,2014
"Judge, The",2,2014
Godzilla,2,2014
Before I Go to Sleep,3,2014
X-Men: Days of Future Past,1,2014
"Scribbler, The",3,2014
Jane the Virgin,3,2014
"Pa Boys, The",2,2014
"Babadook, The",3,2014
Qu&#39;est-ce qu&#39;on a fait au Bon Dieu?,3,2014
Zombeavers,3,2014
"Falling, The",3,2014
Barefoot,3,2014
Big Eyes,3,2014
In the Courtyard,3,2014
Taken 3,1,2014
Mr. Peabody and Sherman,1,2014
Heaven Is For Real,2,2014
Calvary,2,2014
Get On Up,2,2014
God Help the Girl,3,2014
Oculus,3,2014
Selma,3,2014
Asian School Girls,3,2014
Frozen in Time,0,2014
"Houses October Built, The",0,2014
Last Shift,3,2014
"Boxtrolls, The",2,2014
River of Fundament,3,2014
Big Game,0,2014
"Other Woman, The",3,2014
"Inbetweeners 2, The",1,2014
Praia do Futuro,1,2014
Near Death Experience,0,2014
Into the Woods,3,2014
"Like Sunday, Like Rain",3,2014
Alpha House,2,2014
Cooties,1,2014
Gone Girl,3,2014
"Two Faces of January, The",3,2014
Vampire Academy,3,2014
"Town That Dreaded Sundown, The",3,2014
Kraftidioten,1,2014
"Skeleton Twins, The",3,2014
Gueros,2,2014
"Imitation Game, The",2,2014
Extirpador de Idolatrias,3,2014
Sadilishteto,1,2014
Tammy,3,2014
Mommy,3,2014
Court,1,2014
Our RoboCop Remake,3,2014
Sora no Otoshimono Final: Eternal My Master,1,2014
A Brilliant Young Mind,1,2014
Ei Kiitos,2,2014
"Ich seh, Ich seh",0,2014
Transcendence,1,2014
Wyrmwood: Road of the Dead,3,2014
"Love, Rosie",3,2014
Conducta,3,2014
"Monuments Men, The",0,2014
Land Ho!,3,2014
Hungry Hearts,2,2014
Non-Stop,3,2014
"Homesman, The",1,2014
Begin Again,3,2014
Jersey Boys,2,2014
Veronica Mars,3,2014
Sin City: A Dame to Kill For,1,2014
A Long Way Down,3,2014
Treehouse,3,2014
Saint Seiya: Legend of Sanctuary,2,2014
"Equalizer, The",1,2014
Cake,3,2014
Suite francaise,3,2014
Cuban Fury,1,2014
Inherent Vice,1,2014
Love &amp; Mercy,2,2014
Earth To Echo,1,2014
300: Rise of an Empire,1,2014
"Hundred-Foot Journey, The",3,2014
They Came Together,3,2014
"One I Love, The",3,2014
Lies I Told My Little Sister,3,2014
Pride,3,2014
Million Dollar Arm,1,2014
Girltrash: All Night Long,3,2014
Ju-on: Owari no hajimari,3,2014
Avis de mistral,3,2014
Tu Dors Nicole,3,2014
"Something, Anything",3,2014
I Call It Love,0,2014
What We Do in the Shadows,1,2014
About Last Night,2,2014
Flowers in the Attic,3,2014
22 Jump St,2,2014
Cut Bank,3,2014
La belle et la bete,3,2014
"Disappearance of Eleanor Rigby: Her, The",3,2014
Magical Girl,3,2014
Nosferatu In Love,0,2014
Der kleine Drache Kokosnuss,0,2014
Faults,3,2014
Wild,3,2014
Annie,3,2014
Step Up All In,2,2014
Zero Motivation,3,2014
A Walk Among the Tombstones,1,2014
East Side Sushi,3,2014
Annabelle,3,2014
Lust for Love,3,2014
"Legend of Hercules, The",2,2014
"Rico, Oskar und die Tieferschatten",1,2014
Walk of Shame,3,2014
Happy Christmas,3,2014
Feher isten,3,2014
Before We Go,3,2014
Birdman,3,2014
5 Flights Up,3,2014
Innocence,3,2014
Leviathan,3,2014
St. Vincent,3,2014
Into the Storm,3,2014
A Noite da Virada,3,2014
A Most Wanted Man,2,2014
Atlas Shrugged: Who Is John Galt?,3,2014
La cr&egrave;me de la cr&egrave;me,3,2014
"Normal Heart, The",1,2014
Wish I Was Here,3,2014
El Ni&ntilde;o,1,2014
Seventh Son,3,2014
Dear White People,3,2014
Ocho apellidos vascos,1,2014
Winter&#39;s Tale,3,2014
Wir sind die Neuen,3,2014
What We Did on Our Holiday,3,2014
"Woman in Black 2: Angel of Death, The",3,2014
Golden Era,2,2014
Teenage Mutant Ninja Turtles,3,2014
Frank,1,2014
Camp Takota,3,2014
Whiplash,1,2014
Brick Mansions,3,2014
"Gabby Douglas Story, The",1,2014
Ragamuffin,2,2014
Barbie: The Pearl Princess,3,2014
"Lookalike, The",3,2014
Fort Tilden,1,2014
Highway,0,2014
You&#39;re Not You,3,2014
Parallels,3,2014
Rosewater,1,2014
Jacky in the kingdom of women,3,2014
Neighbors,3,2014
Someone Marry Barry,2,2014
Automata,1,2014
Trash,1,2014
Dead Girls,3,2014
Let&#39;s Be Cops,0,2014
I Origins,3,2014
Ventos de Agosto,3,2014
"Drop, The",1,2014
"Riot Club, The",1,2014
Under the Skin,0,2014
Amazing Spider-Man 2,1,2014
Une nouvelle amie,2,2014
Dyke Hard,3,2014
Der Kleine Medicus - Geheimnisvolle Mission im Korper,3,2014
Lizzie Borden Took An Ax,3,2014
Phoenix,3,2014
"Frame, The",3,2014
Jongens,1,2014
Exodus: Gods and Kings,2,2014
When the Game Stands Tall,1,2014
"Two Days, One NIght",3,2014
Two Night Stand,3,2014
"Taking of Deborah Logan, The",3,2014
Starving in Suburbia,3,2014
Sex Ed,3,2014
"Salvation, The",1,2014
Boy Meets Girl,3,2014
Magic in the Moonlight,3,2014
Ouija,3,2014
Escobar: Paradise Lost,2,2014
Unbroken,0,2014
Queen,3,2014
Top Five,3,2014
Cesar Chavez,3,2014
Son of Batman,2,2014
Paper Planes,1,2014
Let Us Prey,3,2014
Out in the Night,3,2014
Le Paradis,0,2014
Love Is Strange,2,2014
Boyhood,3,2014
Omoide no Mani (When Marnie Was There),3,2014
Into the Woods,3,2014
Creep,0,2014
Tinker Bell and the Legend of the NeverBeast,3,2014
How to Steal a Dog / Gae-leul hoom-chi-neun wan-byeok-han bang-beob,3,2014
"Maze Runner, The",1,2014
Effie Gray,3,2014
Mega Shark vs. Mecha Shark,3,2014
Hard Corner: Le Film,1,2014
Grace of Monaco,3,2014
Fields of the Dead,3,2014
Robocop,2,2014
Night at the Museum: Secret of the Tomb,1,2014
Justice League: WAR,3,2014
Margarita with a Straw,3,2014
She&#39;s Funny That Way,3,2014
Alles Inklusive,3,2014
Agatha Raisin: The Quiche of Death,3,2014
Housebound,3,2014
Kingsman: The Secret Service,3,2014
Happy Valley,1,2014
Fury,1,2014
Hits,3,2014
Interstellar,3,2014
Edge of Tomorrow,1,2014
"Last Five Years, The",1,2014
Turist,3,2014
A coup sur,2,2014
"Theory of Everything, The",3,2014
Guardians of the Galaxy,3,2014
Infinitely Polar Bear,3,2014
"Expendables 3, The",0,2014
Moms&#39; Night Out,3,2014
Dohee-ya,3,2014
Who Am I - Kein System ist sicher,2,2014
Ride Along,0,2014
Haider,2,2014
This Is Where I Leave You,2,2014
Mr. Turner,1,2014
Wicked Blood,3,2014
Stretch,1,2014
Jimmy&#39;s Hall,1,2014
Alex of Venice,3,2014
Better Living Through Chemistry,1,2014
Anatomy of a Love Seen,3,2014
"Quiet Hour, The",3,2014
Still the Water,3,2014
My Little Pony: Equestria Girls - Rainbow Rocks,3,2014
Welcome to Me,3,2014
Penguins of Madagascar,0,2014
Paranormal Activity: The Marked Ones,2,2014
Dumb and Dumber 2,3,2014
How to Train Your Dragon 2,1,2014
Life Partners,3,2014
"Quiet Roar, The",3,2014
Noah,3,2014
PK,2,2014
Unfriended,3,2014
Clown,3,2014
Beyond the Lights,3,2014
Girlhood,3,2014
Unutursam F&#305;s&#305;lda,2,2014
About a Girl,3,2014
Mike and I,1,2014
Sabotage,3,2014
Not Cool,3,2014
A Girl Walks Home Alone at Night,3,2014
Women Aren&#39;t Funny,3,2014
Yves Saint Laurent,2,2014
"Pirate Fairy, The",3,2014
Predestination,3,2014
Jack Ryan: Shadow Recruit,1,2014
Chef,1,2014
Pane e burlesque,3,2014
Sharknado 2: The Second One,3,2014
Nar dyrene drommer,1,2014
En duva satt p&aring; en gren och funderade p&aring; tillvaron,1,2014
Spring,0,2014
Ek Villain,2,2014
Hector and the Search for Happiness,1,2014
Outcast,3,2014
As Above So Below,3,2014
Verden venter,3,2014
Lugen,3,2014
Joe,2,2014
It Follows,3,2014
"Good Lie, The",3,2014
Dark Was the Night,1,2014
My Father Must Die,3,2014
Big Hero 6,3,2014
Relatos salvajes,3,2014
"Adventurer: The Curse of the Midas Box, The",1,2014
"Damned Thing, The",1,2014
Planes: Fire &amp; Rescue,1,2014
Black Sea,0,2014
God&#39;s Not Dead,3,2014
Eat with Me,3,2014
American Sniper,1,2014
"Alexander and the Terrible, Horrible, No Good Very Bad Day",3,2014
"Last: Naruto the Movie, The",2,2014
"Bag Man, The",1,2014
Thegidi,2,2014
Gekijouban Hakuouki: Dainishou shikon soukyou,0,2014
White Bird in a Blizzard,3,2014
"Disappearance of Eleanor Rigby: Them, The",3,2014
Respire,3,2014
No Good Deed,3,2014
Draft Day,2,2014
Der Kreis,1,2014
Mange tes morts,0,2014
Dead Snow 2,3,2014
H.,1,2014
"Single Moms Club, The",3,2014
Horrible Bosses 2,1,2014
Amour fou,2,2014
La isla minima,2,2014
Life Of Riley,2,2014
Appropriate Behavior,3,2014
If I Stay,3,2014
Captain America: The Winter Soldier,3,2014
Still Alice,3,2014
Belle,3,2014
Muppets Most Wanted,1,2014
